ELEMENT_ID,GRAND_GROUPE,Nom_francais,Autres_noms_francais,Nom_anglais,Autres_noms_anglais,Nom_scientifique,Anciens_noms_scientifiques,Commentaires,Origine,Regularite,Degre_de_certitude,Statuts_des_populations,CLASSE,ORDRE,FAMILLE,GENRE,ESPECE,SOUS_ESPECE_POP,Rang_S,STATUT_LEMV,COMPETENCE_PRINCIPALE
17067,Amphibiens,"Salamandre pourpre, pop. des Adirondacks et des Appalaches",salamandre pourpre du Nord; lézard d'eau,Spring Salamander - Adirondack / Appalachian population,Northern Spring Salamander; Purple Salamander; Northern Purple Salamander,Gyrinophilus porphyriticus pop. 2,,,Indigène,Régulier,Confirmé,Toute l'année,Amphibia,Caudata,Plethodontidae,Gyrinophilus,porphyriticus,pop. 2,S3,Vulnérable,Québec
17096,Mammifères,"Caribou des bois, écotype montagnard, pop. des Monts Torngat",,Woodland Caribou - Mountain ecotype - Torngat Mountains population,,Rangifer tarandus caribou pop. 17,,La population des Monts Torngat appartiend à l'écotype montagnard.,Indigène,Régulier,Confirmé,Toute l'année,Mammalia,Artiodactyla,Cervidae,Rangifer,tarandus,caribou pop. 17,S3,Non suivie,Québec
699,Poissons,Pêcheur à trèfle,,Triplewart Seadevil,Shamrock Angler,Cryptopsaras couesii,Cryptopsaras couesi,,Indigène,Régulier,Confirmé,Inconnu/non déterminé,Actinopterygii,Lophiiformes,Ceratiidae,Cryptopsaras,couesii,,S5,Non suivie,Pêches et Océans Canada
644,Poissons,Perchaude,,Yellow Perch,Perch; Lake Perch; American Perch,Perca flavescens,Perca fluviatilis,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Perciformes,Percidae,Perca,flavescens,,S4S5,Non suivie,Déléguée au Québec
506,Poissons,Petite limace de mer,limace de Reinhard,Sea Tadpole,,Careproctus reinhardti,,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Perciformes,Liparidae,Careproctus,reinhardti,,S4,Non suivie,Pêches et Océans Canada
30232,Poissons,Petite poule de Terre-Neuve,,Newfoundland Spiny Lumpsucker,,Eumicrotremus terraenovae,Eumicrotremus spinosus,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Perciformes,Cyclopteridae,Eumicrotremus,terraenovae,,S5,Non suivie,Pêches et Océans Canada
30035,Reptiles,Couleuvre d'eau du Nord,Couleuvre d'eau,Northern Watersnake,,Nerodia sipedon sipedon,,,Indigène,Régulier,Confirmé,Toute l'année,Reptilia,Squamata,Colubridae,Nerodia,sipedon,sipedon,S3,Vulnérable,Québec
30036,Reptiles,Couleuvre mince,Couleuvre mince du Nord,Northern Ribbonsnake,,Thamnophis saurita septentrionalis,,,Indigène,Régulier,Confirmé,Toute l'année,Reptilia,Squamata,Colubridae,Thamnophis,saurita,septentrionalis,S2,Susceptible,Québec
30056,Mammifères,Baleine boréale,"baleine franche boréale; baleine franche du Groenland; baleine boréale, pop. de l’est du Canada et de l’ouest du Groenland",Bowhead whale,Greenland Right Whale; Bowhead Right Whale; Greenland Whale; Bowhead whale - Eastern Canada-West Greenland population,Balaena mysticetus,,,Indigène,Régulier,Confirmé,Migrateur,Mammalia,Cetacea,Balaenidae,Balaena,mysticetus,,SNA,Non suivie,Pêches et Océans Canada
30060,Mammifères,Dauphin commun,dauphin commun à bec court,Short-beaked Common Dolphin,Common Dolphin; Saddle-backed Dolphin; Short-beaked Saddleback Dolphin,Delphinus delphis,,,Indigène,Régulier,Confirmé,Toute l'année,Mammalia,Cetacea,Delphinidae,Delphinus,delphis,,S4,Non suivie,Pêches et Océans Canada
30062,Mammifères,"Morse de l'Atlantique, pop. du centre de l'Arctique et du Bas-Arctique",,Atlantic Walrus - Central / Low Arctic population,,Odobenus rosmarus pop. 4,,"La population indigène au Québec, très abondante sur les Îles-de-la-Madeleine, fut éradiquée vers 1830. Les rares individus vus au cours des dernières années sur la Côte Nord et aux Îles-de-la-Madeleine proviennent du Labrador et de Terre-Neuve mais ne s'",Indigène,Inconnu/non déterminé,Confirmé,Toute l'année,Mammalia,Carnivora,Odobenidae,Odobenus,rosmarus,pop. 4,SNR,Susceptible,Pêches et Océans Canada
686,Poissons,Plie canadienne,,American Plaice,Canadian Plaice; Sand Dab; Roughdab; Long Rough Dab,Hippoglossoides platessoides,,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Carangiformes,Pleuronectidae,Hippoglossoides,platessoides,,S4,Non suivie,Pêches et Océans Canada
30077,Oiseaux,Oie cendrée,,Graylag Goose,,Anser anser,,Présence de l'espèce plutôt imprévisible; elle peut ne pas être observée pendant de longues périodes. Certaines présences de cette espèce sont attribuables à des oiseaux échappés de captivité ou relâchés.,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Anseriformes,Anatidae,Anser,anser,,SNA,Non suivie,Environnement et Changement climatique Canada
30079,Oiseaux,Fou brun,,Brown Booby,,Sula leucogaster,,Présence de l'espèce plutôt imprévisible; elle peut ne pas être observée pendant de longues périodes.,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Suliformes,Sulidae,Sula,leucogaster,,SNA,Non suivie,Environnement et Changement climatique Canada
30080,Oiseaux,Hirondelle à face blanche,,Violet-green Swallow,,Tachycineta thalassina,,Présence de l'espèce plutôt imprévisible; elle peut ne pas être observée pendant de longues périodes. Une mention confirmée en 2013.,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Passeriformes,Hirundinidae,Tachycineta,thalassina,,SNA,Non suivie,Environnement et Changement climatique Canada
30081,Oiseaux,Grive musicienne,,Song Thrush,,Turdus philomelos,,Présence de l'espèce plutôt imprévisible; elle peut ne pas être observée pendant de longues périodes. Une mention confirmée en 2006.,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Passeriformes,Turdidae,Turdus,philomelos,,SNA,Non suivie,Environnement et Changement climatique Canada
30083,Oiseaux,Colombe à queue noire,,Common Ground Dove,,Columbina passerina,,Présence de l'espèce plutôt imprévisible; elle peut ne pas être observée pendant de longues périodes. Une mention confirmée en 2017.,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Columbiformes,Columbidae,Columbina,passerina,,SNA,Non suivie,Environnement et Changement climatique Canada
30084,Oiseaux,Colibri à gorge améthyste,,Amethyst-throated Mountain-gem,,Lampornis amethystinus,,Présence de l'espèce plutôt imprévisible; elle peut ne pas être observée pendant de longues périodes. Une mention confirmée en 2016.,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Apodiformes,Trochilidae,Lampornis,amethystinus,,SNA,Non suivie,Environnement et Changement climatique Canada
30085,Oiseaux,Paruline de Townsend,,Townsend's Warbler,,Setophaga townsendi,,Présence de l'espèce plutôt imprévisible; elle peut ne pas être observée pendant de longues périodes.,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Passeriformes,Parulidae,Setophaga,townsendi,,SNA,Non suivie,Environnement et Changement climatique Canada
30086,Oiseaux,Bruant de Brewer,,Brewer's Sparrow,,Spizella breweri,,Présence de l'espèce plutôt imprévisible; elle peut ne pas être observée pendant de longues périodes. Une mention confirmée en 2014.,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Passeriformes,Passerellidae,Spizella,breweri,,SNA,Non suivie,Environnement et Changement climatique Canada
30089,Oiseaux,"Effraie des clochers, pop. de l'Est",effraie d'Amérique; chouette effraie; chouette effraye; effraie commune,Barn Owl - Eastern population,Common Barn Owl,Tyto alba pop. 2,,Peu de mentions de nidification au Québec.,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Strigiformes,Tytonidae,Tyto,alba,pop. 2,SNA,Susceptible,Québec
30091,Oiseaux,"Pie-grièche migratrice, sous-espèce de l'Est",pie-grièche migratrice de la sous-espèce migrans,"Loggerhead Shrike, Eastern subspecies",,Lanius ludovicianus pop. 1,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Passeriformes,Laniidae,Lanius,ludovicianus,pop. 1,S1B,Menacée,Environnement et Changement climatique Canada
30092,Oiseaux,Ictérie polyglotte virens,,Yellow-breasted Chat virens,,Icteria virens virens,,"Au Québec, l'espèce est présente presqu'à tous les ans, mais elle est généralement observée en petits nombres ou à quelques endroits seulement.",Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Passeriformes,Icteriidae,Icteria,virens,virens,SNA,Non suivie,Environnement et Changement climatique Canada
30093,Oiseaux,Martinet noir,,Common Swift,,Apus apus,,Présence de l'espèce plutôt imprévisible; elle peut ne pas être observée pendant de longues périodes. Une première mention confirmée en 2007.,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Apodiformes,Apodidae,Apus,apus,,SNA,Non suivie,Environnement et Changement climatique Canada
30094,Oiseaux,Caracara huppé,caracara du Nord,Crested Caracara,,Caracara plancus,Caracara cheriway,Présence de l'espèce plutôt imprévisible; elle peut ne pas être observée pendant de longues périodes.,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Falconiformes,Falconidae,Caracara,plancus,,SNA,Non suivie,Québec
30095,Oiseaux,Coucou gris,,Common Cuckoo,,Cuculus canorus,,Présence de l'espèce plutôt imprévisible; elle peut ne pas être observée pendant de longues périodes. Une mention confirmée en 2013.,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Cuculiformes,Cuculidae,Cuculus,canorus,,SNA,Non suivie,Environnement et Changement climatique Canada
30096,Oiseaux,Bruant sauterelle pratensis,"bruant sauterelle, sous-espèce de l'Est, bruant des savanes; oiseau canne; pinson des sauterelles; pinson sauterelle",Grasshopper Sparrow pratensis,Savanna Bird; Grass-dodger; Grass Pink; Savanna Finch,Ammodramus savannarum pratensis,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Passeriformes,Passerellidae,Ammodramus,savannarum,pratensis,S2B,Menacée,Environnement et Changement climatique Canada
30097,Oiseaux,Bec-croisé des sapins percna,,Red crossbill percna,,Loxia curvirostra percna,,,Indigène,Régulier,Confirmé,Toute l'année,Aves,Passeriformes,Fringillidae,Loxia,curvirostra,percna,S2,Candidate,Environnement et Changement climatique Canada
30098,Oiseaux,Paruline à ailes blanches,,Painted Redstart,,Myioborus pictus,,Présence de l'espèce plutôt imprévisible; elle peut ne pas être observée pendant de longues périodes. Une mention confirmée en 2017.,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Passeriformes,Parulidae,Myioborus,pictus,,SNA,Non suivie,Environnement et Changement climatique Canada
685,Poissons,Plie grise,,Witch Flounder,Gray Sole; Craig Fluke; Pole Flounder; Flet,Glyptocephalus cynoglossus,,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Carangiformes,Pleuronectidae,Glyptocephalus,cynoglossus,,S4,Non suivie,Pêches et Océans Canada
30123,Oiseaux,Pigeon ramier,,Common Wood-Pigeon,,Columba palumbus,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Columbiformes,Columbidae,Columba,palumbus,,SNA,Non suivie,Environnement et Changement climatique Canada
30124,Oiseaux,Corneille de rivage,,Fish Crow,,Corvus ossifragus,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Passeriformes,Corvidae,Corvus,ossifragus,,SNA,Non suivie,Québec
30125,Oiseaux,Goéland à queue noire,,Black-tailed Gull,,Larus crassirostris,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Charadriiformes,Laridae,Larus,crassirostris,,SNA,Non suivie,Environnement et Changement climatique Canada
30126,Oiseaux,Cormoran vigua,,Neotropic Cormorant,,Phalacrocorax brasilianus,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,brasilianus,,SNA,Non suivie,Québec
30127,Oiseaux,Spatule rosée,,Roseate Spoonbill,,Platalea ajaja,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Pelecaniformes,Threskiornithidae,Platalea,ajaja,,SNA,Non suivie,Environnement et Changement climatique Canada
30128,Oiseaux,Colibri circé,,Broad-billed Hummingbird,,Cynanthus latirostris,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Apodiformes,Trochilidae,Cynanthus,latirostris,,SNA,Non suivie,Environnement et Changement climatique Canada
30129,Oiseaux,Troglodyte des rochers,,Rock Wren,,Salpinctes obsoletus,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Passeriformes,Troglodytidae,Salpinctes,obsoletus,,SNA,Non suivie,Environnement et Changement climatique Canada
30132,Oiseaux,"Océanite cul-blanc, pop. de l’Atlantique",,Leach's Storm-Petrel - Atlantic population,,Hydrobates leucorhous pop. 1,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Procellariiformes,Hydrobatidae,Hydrobates,leucorhous,pop. 1,S2B,Susceptible,Environnement et Changement climatique Canada
689,Poissons,Plie lisse,,Smooth Flounder,Blackback; Miramichi,Liopsetta putnami,Pleuronectes putnami,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Carangiformes,Pleuronectidae,Liopsetta,putnami,,S4,Non suivie,Pêches et Océans Canada
690,Poissons,Plie rouge,carrelet,Winter Flounder,Blackback Flounder; Dab; Lemon Sole; Georges Bank Flounder,Pseudopleuronectes americanus,Pleuronectes americanus; Pseudopleuronectes americanus,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Carangiformes,Pleuronectidae,Pseudopleuronectes,americanus,,S4,Non suivie,Pêches et Océans Canada
556,Poissons,Poisson rouge,carassin doré; carassin; poisson rouge; poisson doré,Goldfish,Golden Carp,Carassius auratus,,"Espèce originaire d'Asie ayant colonisée plusieurs lacs et rivières du Québec à la suite de relâchers. Le nom commun français diffère de celui utilisé dans la publication ""American Fisheries Society (2013) Common and Scientific Names of Fishes from the United States, Canada, and Mexico, 7th edition"", mais sera révisé lors de la prochaine publication.",Exotique,Régulier,Confirmé,Toute l'année,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,auratus,,SNA,Non suivie,Déléguée au Québec
497,Poissons,Poisson-alligator arctique,,Arctic Alligatorfish,Arctic Sea Poacher; Armed Bullhead,Aspidophoroides olrikii,Ulcina olrikii,,Indigène,Régulier,Confirmé,Inconnu/non déterminé,Actinopterygii,Perciformes,Agonidae,Aspidophoroides,olrikii,,S4,Non suivie,Pêches et Océans Canada
496,Poissons,Poisson-alligator atlantique,,Alligatorfish,Sea Poacher; Aspidophore; Atlantic alligatorfish,Aspidophoroides monopterygius,,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Perciformes,Agonidae,Aspidophoroides,monopterygius,,S5,Non suivie,Pêches et Océans Canada
518,Poissons,Poisson-castor émeraude,poisson-castor; amie; choupiquel; poisson de marais,Emerald Bowfin,Eyetail Bowfin; Bowfin; Dogfish; Mudfish; Cotton Fish; Grindle; Beaverfish,Amia ocellicauda,Amia calva,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Amiiformes,Amiidae,Amia,ocellicauda,,S4,Non suivie,Déléguée au Québec
31164,Poissons,Portugaise,,Atlantic Moonfish,,Selene setapinnis,,,Indigène,Accidentel/Non régulier,Confirmé,Migrateur,Actinopterygii,Perciformes,Carangidae,Selene,setapinnis,,SNA,Non suivie,
600,Poissons,Poulamon atlantique,poulamon; petite morue; loche; poisson des chenaux,Atlantic Tomcod,Tomcod; Frostfish; Tommycod; Snig,Microgadus tomcod,,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Gadiformes,Gadidae,Microgadus,tomcod,,S3S4,Non suivie,Déléguée au Québec
30256,Poissons,Priacanthe sablé,beauclaire de roche,Atlantic Bigeye,Bigeye,Priacanthus arenatus,,,Indigène,Accidentel/non régulier,Confirmé,Non reproducteur,Actinopterygii,Perciformes,Priacanthidae,Priacanthus,arenatus,,SNA,Non suivie,Pêches et Océans Canada
672,Poissons,Quatre-lignes atlantique,,Fourline Snakeblenny,Blenny; Snakeblenny,Eumesogrammus praecisus,,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Perciformes,Stichaeidae,Eumesogrammus,praecisus,,S4,Non suivie,Pêches et Océans Canada
30241,Poissons,Queue-de-rat d'Amérique,,Western Softhead Grenadier,,Malacocephalus occidentalis,,,Indigène,Accidentel/non régulier,Confirmé,Non reproducteur,Actinopterygii,Gadiformes,Macrouridae,Malacocephalus,occidentalis,,SNA,Non suivie,Pêches et Océans Canada
17713,Poissons,"Raie à queue de velours, pop. du chenal Laurentien et du plateau néo-écossais",,Smooth Skate - Population du chenal Laurentien et du plateau néo-écossais,,Malacoraja senta pop. 2,,,Indigène,Régulier,Confirmé,Toute l'année,Chondrichthyes,Rajiformes,Rajidae,Malacoraja,senta,pop. 2,S4,Non suivie,Pêches et Océans Canada
30225,Poissons,Raie à queue épineuse,,Spinytail Skate,,Bathyraja spinicauda,,,Indigène,Régulier,Confirmé,Toute l'année,Chondrichthyes,Rajiformes,Arhynchobatidae,Bathyraja,spinicauda,,S4,Non suivie,Pêches et Océans Canada
713,Poissons,Raie épineuse,,Thorny Skate,Arctic Thorny Skate; Atlantic Prickly Skate,Amblyraja radiata,Raja radiata,,Indigène,Régulier,Confirmé,Toute l'année,Chondrichthyes,Rajiformes,Rajidae,Amblyraja,radiata,,S4,Non suivie,Pêches et Océans Canada
30248,Poissons,Raie ronde,,Round Skate,,Rajella fyllae,,,Indigène,Régulier,Confirmé,Toute l'année,Chondrichthyes,Rajiformes,Rajidae,Rajella,fyllae,,S4,Non suivie,Pêches et Océans Canada
30285,Poissons,"Raie tachetée, pop. du golfe du Saint-Laurent",,Winter Skate - Gulf of St. Lawrence population,,Leucoraja ocellata pop. 5,,,Indigène,Régulier,Confirmé,Toute l'année,Chondrichthyes,Rajiformes,Rajidae,Leucoraja,ocellata,pop. 5,S1,Menacée,Pêches et Océans Canada
30236,Poissons,Rascasse de fond,chèvre impériale; sébaste-chèvre,Blackbelly Rosefish,,Helicolenus dactylopterus,,,Indigène,Régulier,Confirmé,Non reproducteur,Actinopterygii,Perciformes,Scorpaenidae,Helicolenus,dactylopterus,,S5,Non suivie,Pêches et Océans Canada
643,Poissons,Raseux-de-terre gris,raseux-de-terre-tessellé,Tessellated Darter,Tesselated Johnny Darter,Etheostoma olmstedi,,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Perciformes,Percidae,Etheostoma,olmstedi,,S4S5,Non suivie,Déléguée au Québec
642,Poissons,Raseux-de-terre noir,raseux-de-terre du centre; raseux-de-terre,Johnny Darter,Central Johnny Darter,Etheostoma nigrum,,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Perciformes,Percidae,Etheostoma,nigrum,,S4,Non suivie,Déléguée au Québec
706,Poissons,Requin bleu,"COSEPAC: requin bleu, pop. de l'Atlantique Nord",Blue Shark,Greatblue shark; Blue dog,Prionace glauca,,,Indigène,Régulier,Confirmé,Toute l'année,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Prionace,glauca,,SNA,Susceptible,Pêches et Océans Canada
703,Poissons,Requin pèlerin,"requin-pèlerin; requin-pèlerin, pop. de l'Atlantique; pèlerin",Basking Shark,Bone shark; Nurse Fish; Basking Shark - Atlantic population,Cetorhinus maximus,,,Indigène,Régulier,Confirmé,Toute l'année,Chondrichthyes,Lamniformes,Cetorhinidae,Cetorhinus,maximus,,S4,Non suivie,Pêches et Océans Canada
